refined {'bank': [-11, -7, -2, 1, 10, 15], 'source': 1.562252511447971e-09, 'pair': 7.046689964400909e-18, 'time': 1.981419671281096, 'labels': [-7, -5], 'local_time_minimizations': 57} score 0.004852018503472762
refined {'bank': [-15, -10, -1, 2, 7, 12], 'source': 1.3044835649163554e-09, 'pair': 1.1401026970812258e-28, 'time': 1.1037242379957697, 'labels': [7, 9], 'local_time_minimizations': 56} score 7.850209687162826e-14
refined {'bank': [-15, -10, -1, 2, 7, 11], 'source': 1.5622525114479694e-09, 'pair': 7.046689963845762e-18, 'time': 1.981419671281116, 'labels': [5, 7], 'local_time_minimizations': 57} score 0.004852018503090514
refined {'bank': [-15, -10, -1, 2, 8, 10], 'source': 3.953617906135922e-10, 'pair': 2.637001090603715e-24, 'time': 1.3294948721777187, 'labels': [6, 9], 'local_time_minimizations': 43} score 1.8157146333845917e-09
refined {'bank': [-15, -10, -1, 2, 8, 14], 'source': 3.94622071755381e-10, 'pair': 1.8219913555541634e-28, 'time': 1.4051788254068642, 'labels': [9, 10], 'local_time_minimizations': 42} score 1.2545373522854858e-13
refined {'bank': [-15, -10, -1, 2, 8, 11], 'source': 3.9465485692906997e-10, 'pair': 1.6012737836629028e-27, 'time': 1.19143506491174, 'labels': [8, 9], 'local_time_minimizations': 67} score 1.1025616376920849e-12
refined {'bank': [-11, -8, -2, 1, 10, 15], 'source': 3.9465485692906997e-10, 'pair': 1.6012759150855824e-27, 'time': 1.191435064911737, 'labels': [-9, -8], 'local_time_minimizations': 67} score 1.102563105289259e-12
refined {'bank': [-10, -8, -2, 1, 10, 15], 'source': 3.953617906119107e-10, 'pair': 2.637001072826767e-24, 'time': 1.3294948721777153, 'labels': [-9, -6], 'local_time_minimizations': 43} score 1.8157146211442233e-09
refined {'bank': [-16, -10, -1, 2, 6, 12], 'source': 8.300227295370635e-10, 'pair': 7.119237591284888e-29, 'time': 1.111839369434251, 'labels': [8, 9], 'local_time_minimizations': 38} score 4.901971379192054e-14
refined {'bank': [-16, -10, -1, 2, 6, 11], 'source': 8.300227295370635e-10, 'pair': 5.167695187010835e-27, 'time': 1.0371710465329245, 'labels': [6, 8], 'local_time_minimizations': 60} score 3.558231282255003e-12
refined {'bank': [-12, -6, -2, 1, 10, 16], 'source': 8.300227295370651e-10, 'pair': 7.119435210660596e-29, 'time': 1.1118393694343198, 'labels': [-9, -8], 'local_time_minimizations': 38} score 4.9021074505776874e-14
refined {'bank': [-16, -10, -1, 2, 7, 12], 'source': 8.30022729536669e-10, 'pair': 1.1401452369841983e-28, 'time': 1.1037242379957706, 'labels': [7, 9], 'local_time_minimizations': 56} score 7.850502596879873e-14
